code_marca_modelo,codeFipe,ano_modelo
31_1426,018033-5,2001-1
31_1426,018033-5,2000-1
31_1426,018033-5,1999-1
31_1426,018033-5,1998-1
31_1426,018033-5,1997-1
31_1426,018033-5,1996-1
31_1427,018024-6,2001-1
31_1427,018024-6,2000-1
31_1427,018024-6,1999-1
31_1427,018024-6,1998-1
31_1427,018024-6,1997-1
31_1427,018024-6,1996-1
31_1428,018009-2,1999-3
31_1428,018009-2,1998-3
31_1428,018009-2,1997-3
31_1428,018009-2,1996-3
31_1428,018009-2,1995-3
31_1429,018053-0,2010-1
31_1429,018053-0,2009-1
31_1429,018053-0,2008-1
31_1429,018053-0,2007-1
31_1429,018053-0,2006-1
31_1429,018053-0,2005-1
31_1430,018034-3,2001-1
31_1430,018034-3,2000-1
31_1430,018034-3,1999-1
31_1431,018020-3,2001-1
31_1431,018020-3,2000-1
31_1431,018020-3,1999-1
31_1432,018025-4,2003-3
31_1432,018025-4,2002-3
31_1432,018025-4,2001-3
31_1432,018025-4,2000-3
31_1432,018025-4,1999-3
31_1433,018026-2,1996-3
31_1433,018026-2,1995-3
31_1434,018049-1,2010-1
31_1434,018049-1,2009-1
31_1434,018049-1,2008-1
31_1434,018049-1,2007-1
31_1434,018049-1,2006-1
31_1434,018049-1,2005-1
31_1434,018049-1,2003-1
31_1435,018021-1,1999-1
31_3936,018054-8,2013-1
31_3936,018054-8,2012-1
31_3936,018054-8,2011-1
31_3936,018054-8,2010-1
31_3936,018054-8,2009-1
31_3936,018054-8,2008-1
31_3936,018054-8,2007-1
31_3936,018054-8,2006-1
31_3937,018055-6,2006-1
31_3970,018056-4,2009-3
31_3970,018056-4,2008-3
31_3970,018056-4,2007-3
31_3970,018056-4,2006-3
31_4119,018057-2,2011-1
31_4119,018057-2,2010-1
31_4119,018057-2,2009-1
31_4119,018057-2,2008-1
31_4119,018057-2,2007-1
31_4119,018057-2,2006-1
31_4121,018039-4,2011-1
31_4121,018039-4,2010-1
31_4121,018039-4,2009-1
31_4121,018039-4,2008-1
31_4121,018039-4,2007-1
31_4121,018039-4,2006-1
31_4140,018058-0,2008-3
31_4140,018058-0,2007-3
31_4140,018058-0,2006-3
31_4141,018060-2,2017-1
31_4141,018060-2,2016-1
31_4141,018060-2,2015-1
31_4141,018060-2,2014-1
31_4141,018060-2,2013-1
31_4141,018060-2,2012-1
31_4141,018060-2,2011-1
31_4141,018060-2,2010-1
31_4141,018060-2,2009-1
31_4141,018060-2,2008-1
31_4141,018060-2,2007-1
31_4141,018060-2,2006-1
31_4142,018059-9,2017-1
31_4142,018059-9,2016-1
31_4142,018059-9,2014-1
31_4142,018059-9,2013-1
31_4142,018059-9,2012-1
31_4142,018059-9,2011-1
31_4142,018059-9,2010-1
31_4142,018059-9,2009-1
31_4142,018059-9,2008-1
31_4142,018059-9,2007-1
31_4142,018059-9,2006-1
31_4293,018061-0,2009-1
31_4293,018061-0,2008-1
31_4293,018061-0,2007-1
31_4293,018061-0,2006-1
31_4425,018062-9,2007-1
31_4440,018064-5,2013-1
31_4440,018064-5,2012-1
31_4440,018064-5,2011-1
31_4440,018064-5,2010-1
31_4440,018064-5,2009-1
31_4440,018064-5,2008-1
31_4441,018063-7,2009-1
31_4441,018063-7,2008-1
31_4476,018065-3,32000-3
31_4476,018065-3,2023-3
31_4476,018065-3,2022-3
31_4476,018065-3,2021-3
31_4476,018065-3,2020-3
31_4476,018065-3,2019-3
31_4476,018065-3,2018-3
31_4476,018065-3,2016-3
31_4476,018065-3,2015-3
31_4476,018065-3,2014-3
31_4476,018065-3,2013-3
31_4476,018065-3,2012-3
31_4476,018065-3,2011-3
31_4476,018065-3,2010-3
31_4476,018065-3,2009-3
31_4476,018065-3,2008-3
31_4477,018066-1,2012-1
31_4477,018066-1,2011-1
31_4477,018066-1,2010-1
31_4477,018066-1,2009-1
31_4477,018066-1,2008-1
31_4684,018067-0,2013-1
31_4684,018067-0,2012-1
31_4684,018067-0,2011-1
31_4684,018067-0,2010-1
31_4684,018067-0,2009-1
31_4863,018068-8,2013-1
31_4863,018068-8,2012-1
31_4863,018068-8,2011-1
31_4863,018068-8,2010-1
31_4863,018068-8,2009-1
31_4891,018069-6,2017-3
31_4891,018069-6,2016-3
31_4891,018069-6,2015-3
31_4891,018069-6,2014-3
31_4891,018069-6,2013-3
31_4891,018069-6,2012-3
31_4891,018069-6,2011-3
31_4891,018069-6,2010-3
31_4891,018069-6,2009-3
31_4891,018069-6,2008-3
31_4977,018070-0,2019-1
31_4977,018070-0,2018-1
31_4977,018070-0,2017-1
31_4977,018070-0,2016-1
31_4977,018070-0,2015-1
31_4977,018070-0,2014-1
31_4977,018070-0,2013-1
31_4977,018070-0,2012-1
31_4977,018070-0,2011-1
31_4977,018070-0,2010-1
31_4978,018071-8,2014-1
31_4978,018071-8,2013-1
31_4978,018071-8,2012-1
31_4978,018071-8,2011-1
31_4978,018071-8,2010-1
31_4978,018071-8,2009-1
31_4999,018072-6,2012-1
31_4999,018072-6,2011-1
31_4999,018072-6,2010-1
31_4999,018072-6,2009-1
31_5249,018073-4,2020-1
31_5249,018073-4,2019-1
31_5249,018073-4,2018-1
31_5249,018073-4,2015-1
31_5249,018073-4,2014-1
31_5249,018073-4,2013-1
31_5249,018073-4,2012-1
31_5249,018073-4,2011-1
31_5250,018074-2,2020-1
31_5250,018074-2,2019-1
31_5250,018074-2,2018-1
31_5250,018074-2,2012-1
31_5250,018074-2,2011-1
31_5251,018075-0,2019-1
31_5251,018075-0,2018-1
31_5251,018075-0,2013-1
31_5251,018075-0,2012-1
31_5251,018075-0,2011-1
31_5252,018076-9,2020-1
31_5252,018076-9,2019-1
31_5252,018076-9,2018-1
31_5252,018076-9,2015-1
31_5252,018076-9,2014-1
31_5252,018076-9,2013-1
31_5252,018076-9,2012-1
31_5252,018076-9,2011-1
31_5252,018076-9,2010-1
31_5417,018080-7,2017-1
31_5417,018080-7,2016-1
31_5417,018080-7,2015-1
31_5417,018080-7,2014-1
31_5417,018080-7,2013-1
31_5417,018080-7,2012-1
31_5417,018080-7,2011-1
31_5418,018079-3,2022-1
31_5418,018079-3,2021-1
31_5418,018079-3,2020-1
31_5418,018079-3,2019-1
31_5418,018079-3,2018-1
31_5418,018079-3,2017-1
31_5418,018079-3,2016-1
31_5418,018079-3,2015-1
31_5418,018079-3,2014-1
31_5418,018079-3,2013-1
31_5418,018079-3,2012-1
31_5418,018079-3,2011-1
31_5418,018079-3,2010-1
31_5418,018079-3,2009-1
31_5418,018079-3,2008-1
31_5419,018077-7,2021-1
31_5419,018077-7,2020-1
31_5419,018077-7,2019-1
31_5419,018077-7,2018-1
31_5419,018077-7,2017-1
31_5419,018077-7,2016-1
31_5419,018077-7,2015-1
31_5419,018077-7,2014-1
31_5419,018077-7,2013-1
31_5419,018077-7,2012-1
31_5419,018077-7,2011-1
31_5420,018078-5,2014-1
31_5420,018078-5,2013-1
31_5420,018078-5,2012-1
31_5420,018078-5,2011-1
31_5580,018081-5,32000-1
31_5580,018081-5,2022-1
31_5580,018081-5,2021-1
31_5580,018081-5,2015-1
31_5580,018081-5,2014-1
31_5580,018081-5,2013-1
31_5580,018081-5,2012-1
31_5580,018081-5,2011-1
31_5581,018082-3,2013-1
31_5581,018082-3,2012-1
31_5581,018082-3,2011-1
31_5934,018083-1,2014-1
31_5934,018083-1,2013-1
31_6441,018084-0,2014-1
31_6441,018084-0,2013-1
31_6442,018085-8,2019-1
31_6442,018085-8,2018-1
31_6442,018085-8,2017-1
31_6442,018085-8,2016-1
31_6442,018085-8,2015-1
31_6442,018085-8,2014-1
31_6442,018085-8,2013-1
31_6891,018086-6,2016-1
31_6891,018086-6,2015-1
31_6891,018086-6,2014-1
31_7073,018087-4,2016-1
31_7073,018087-4,2015-1
31_7351,018089-0,2021-1
31_7351,018089-0,2020-1
31_7351,018089-0,2019-1
31_7351,018089-0,2018-1
31_7351,018089-0,2016-1
31_7352,018088-2,2018-1
31_7352,018088-2,2017-1
31_7352,018088-2,2016-1
31_7352,018088-2,2015-1
31_8213,018090-4,2018-1
31_8496,018091-2,2020-1
31_8496,018091-2,2019-1
31_8861,018093-9,32000-1
31_8861,018093-9,2022-1
31_8861,018093-9,2020-1
31_8862,018092-0,32000-1
31_8862,018092-0,2022-1
31_8862,018092-0,2020-1
31_8990,018094-7,2021-1
31_8990,018094-7,2020-1
31_8991,018095-5,2020-1
31_9668,018096-3,32000-1
31_9668,018096-3,2022-1
32_1436,019005-5,1992-1
32_1436,019005-5,1991-1
32_1437,019001-2,1995-1
32_1437,019001-2,1994-1
32_1437,019001-2,1993-1
32_1437,019001-2,1992-1
32_1437,019001-2,1991-1
32_1438,019002-0,1995-1
32_1438,019002-0,1994-1
32_1438,019002-0,1993-1
32_1438,019002-0,1992-1
32_1438,019002-0,1991-1
32_1439,019003-9,1996-1
32_1439,019003-9,1995-1
32_1439,019003-9,1994-1
32_1439,019003-9,1993-1
32_1439,019003-9,1992-1
32_1439,019003-9,1991-1
32_1440,019007-1,1995-1
32_1440,019007-1,1994-1
32_1440,019007-1,1993-1
32_1440,019007-1,1992-1
32_1440,019007-1,1991-1
32_1441,019006-3,2000-1
32_1441,019006-3,1999-1
32_1441,019006-3,1998-1
32_1442,019004-7,1995-1
32_1442,019004-7,1994-1
32_1442,019004-7,1993-1
32_1442,019004-7,1992-1
32_1442,019004-7,1991-1
33_10000,033171-6,32000-3
33_10000,033171-6,2023-3
33_10000,033171-6,2022-3
33_10000,033171-6,2021-3
33_10000,033171-6,2020-3
33_10053,033187-2,2022-3
33_10053,033187-2,2021-3
33_10054,033190-2,2022-3
33_10054,033190-2,2021-3
33_10055,033186-4,2022-3
33_10055,033186-4,2021-3
33_10099,033198-8,32000-3
33_10099,033198-8,2023-3
33_10112,033185-6,32000-1
33_10112,033185-6,2023-1
33_10112,033185-6,2022-1
33_10112,033185-6,2021-1
33_10140,033199-6,32000-3
33_10140,033199-6,2023-3
33_10177,033203-8,32000-1
33_10177,033203-8,2023-1
33_10220,033209-7,32000-3
33_10220,033209-7,2023-3
33_10221,033206-2,32000-1
33_10221,033206-2,2023-1
33_10222,033205-4,32000-1
33_10222,033205-4,2023-1
33_10223,033204-6,32000-1
33_10223,033204-6,2023-1
33_10224,033208-9,32000-3
33_10224,033208-9,2023-3
33_10225,033207-0,32000-1
33_10225,033207-0,2023-1
33_10226,033210-0,32000-3
33_10226,033210-0,2023-3
33_10367,033213-5,32000-3
33_10367,033213-5,2023-3
33_10395,033217-8,32000-3
33_10395,033217-8,2023-3
33_10396,033216-0,32000-3
33_10396,033216-0,2023-3
33_10407,033215-1,32000-1
33_10407,033215-1,2023-1
33_10408,033214-3,32000-1
33_10408,033214-3,2023-1
33_10409,033184-8,2022-1
33_10409,033184-8,2021-1
33_10410,033211-9,32000-1
33_10410,033211-9,2023-1
33_10564,033219-4,32000-3
33_10564,033219-4,2023-3
33_10653,033226-7,32000-3
33_10653,033226-7,2023-3
33_10654,033194-5,32000-3
33_10654,033194-5,2023-3
33_10655,033220-8,32000-3
33_10655,033220-8,2023-3
33_10656,033195-3,32000-3
33_10656,033195-3,2023-3
33_10657,033196-1,32000-3
33_10657,033196-1,2023-3
33_10658,033218-6,32000-3
33_10658,033218-6,2023-3
33_10673,033200-3,32000-3
33_10673,033200-3,2023-3
33_10674,033221-6,32000-1
33_10674,033221-6,2023-1
33_10675,033222-4,32000-1
33_10675,033222-4,2023-1
33_10676,033202-0,32000-3
33_10676,033202-0,2023-3
33_10677,033225-9,32000-1
33_10677,033225-9,2023-1
33_10678,033224-0,32000-1
33_10678,033224-0,2023-1
33_10679,033223-2,32000-1
33_10679,033223-2,2023-1
33_10760,033201-1,32000-3
33_10760,033201-1,2023-3
33_1443,033013-2,2006-3
33_1443,033013-2,2005-3
33_1443,033013-2,2004-3
33_1443,033013-2,2001-3
33_1443,033013-2,2000-3
33_1443,033013-2,1999-3
33_1443,033013-2,1998-3
33_1443,033013-2,1997-3
33_1443,033013-2,1996-3
33_1443,033013-2,1995-3
33_1444,033018-3,1998-3
33_1444,033018-3,1997-3
33_1445,033014-0,1998-3
33_1445,033014-0,1997-3
33_1446,033015-9,1998-3
33_1446,033015-9,1997-3
33_1447,033016-7,1998-3
33_1447,033016-7,1997-3
33_1448,033001-9,2006-3
33_1448,033001-9,2005-3
33_1448,033001-9,2004-3
33_1448,033001-9,2003-3
33_1448,033001-9,2002-3
33_1448,033001-9,2001-3
33_1448,033001-9,2000-3
33_1448,033001-9,1999-3
33_1449,033004-3,2006-3
33_1449,033004-3,2005-3
33_1449,033004-3,2004-3
33_1449,033004-3,2003-3
33_1449,033004-3,2002-3
33_1449,033004-3,2001-3
33_1449,033004-3,2000-3
33_1449,033004-3,1999-3
33_1449,033004-3,1998-3
33_1449,033004-3,1997-3
33_1449,033004-3,1996-3
33_1449,033004-3,1995-3
33_1449,033004-3,1994-3
33_1449,033004-3,1993-3
33_1449,033004-3,1992-3
33_1450,033010-8,1998-3
33_1450,033010-8,1997-3
33_1451,033011-6,1998-3
33_1451,033011-6,1997-3
33_1452,033012-4,2011-3
33_1452,033012-4,2010-3
33_1452,033012-4,2009-3
33_1452,033012-4,2008-3
33_1452,033012-4,2006-3
33_1452,033012-4,2005-3
33_1452,033012-4,2004-3
33_1452,033012-4,2001-3
33_1452,033012-4,1997-3
33_1452,033012-4,1996-3
33_1452,033012-4,1995-3
33_1452,033012-4,1994-3
33_1452,033012-4,1993-3
33_1452,033012-4,1992-3
33_1453,033017-5,1996-3
33_1453,033017-5,1995-3
33_1453,033017-5,1993-3
33_1453,033017-5,1992-3
33_1454,033003-5,2002-3
33_1454,033003-5,2001-3
33_1454,033003-5,2000-3
33_1454,033003-5,1999-3
33_1454,033003-5,1998-3
33_1454,033003-5,1997-3
33_1454,033003-5,1996-3
33_1454,033003-5,1995-3
33_1455,033006-0,2005-3
33_1455,033006-0,2004-3
33_1455,033006-0,2003-3
33_1455,033006-0,2002-3
33_1455,033006-0,2001-3
33_1455,033006-0,2000-3
33_1455,033006-0,1999-3
33_1455,033006-0,1998-3
33_1455,033006-0,1997-3
33_1456,033002-7,1999-3
33_1456,033002-7,1998-3
33_1456,033002-7,1997-3
33_1456,033002-7,1996-3
33_1457,033005-1,2004-3
33_1457,033005-1,2003-3
33_1457,033005-1,2002-3
33_1457,033005-1,2001-3
33_1457,033005-1,2000-3
33_1457,033005-1,1999-3
33_1457,033005-1,1998-3
33_1457,033005-1,1997-3
33_1457,033005-1,1996-3
33_1457,033005-1,1995-3
33_1458,033008-6,2000-1
33_1458,033008-6,1999-1
33_1458,033008-6,1998-1
33_1458,033008-6,1997-1
33_1458,033008-6,1996-1
33_1459,033021-3,2004-1
33_1459,033021-3,2003-1
33_1459,033021-3,2002-1
33_1459,033021-3,2001-1
33_1459,033021-3,2000-1
33_1459,033021-3,1999-1
33_1459,033021-3,1998-1
33_1459,033021-3,1997-1
33_1459,033021-3,1996-1
33_1460,033023-0,2004-3
33_1460,033023-0,2003-3
33_1460,033023-0,2002-3
33_1460,033023-0,2001-3
33_1460,033023-0,2000-3
33_1460,033023-0,1999-3
33_1461,033022-1,2003-3
33_1461,033022-1,2002-3
33_1461,033022-1,2001-3
33_1461,033022-1,2000-3
33_1461,033022-1,1999-3
33_1462,033007-8,2000-3
33_1462,033007-8,1999-3
33_1462,033007-8,1998-3
33_1462,033007-8,1997-3
33_1462,033007-8,1996-3
33_1462,033007-8,1995-3
33_1462,033007-8,1994-3
33_1462,033007-8,1993-3
33_1462,033007-8,1992-3
33_1463,033028-0,2009-3
33_1463,033028-0,2008-3
33_1463,033028-0,2007-3
33_1463,033028-0,2006-3
33_1463,033028-0,2005-3
33_1464,033027-2,2009-1
33_1464,033027-2,2008-1
33_1464,033027-2,2007-1
33_1464,033027-2,2006-1
33_1464,033027-2,2005-1
33_1465,033029-9,2009-3
33_1465,033029-9,2008-3
33_1465,033029-9,2007-3
33_1465,033029-9,2006-3
33_1465,033029-9,2005-3
33_1466,033030-2,2006-1
33_1466,033030-2,2005-1
33_1467,033020-5,2000-1
33_1467,033020-5,1999-1
33_1468,033025-6,2006-1
33_1468,033025-6,2005-1
33_1468,033025-6,2004-1
33_1468,033025-6,2003-1
33_1469,033024-8,2005-1
33_1469,033024-8,2004-1
33_1469,033024-8,2003-1
33_1470,033026-4,2005-1
33_1470,033026-4,2004-1
33_1470,033026-4,2003-1
33_1471,033019-1,1997-1
33_1471,033019-1,1996-1
33_1471,033019-1,1993-1
33_1471,033019-1,1992-1
33_1472,033009-4,2005-1
33_1472,033009-4,2004-1
33_1472,033009-4,2003-1
33_1472,033009-4,2002-1
33_1472,033009-4,2001-1
33_1472,033009-4,2000-1
33_1472,033009-4,1999-1
33_1472,033009-4,1998-1
33_1472,033009-4,1997-1
33_1472,033009-4,1996-1
33_1473,033031-0,2009-1
33_1473,033031-0,2008-1
33_1473,033031-0,2007-1
33_1473,033031-0,2006-1
33_1473,033031-0,2005-1
33_3823,033034-5,2005-1
33_3823,033034-5,2004-1
33_3824,033033-7,2007-1
33_3824,033033-7,2006-1
33_3824,033033-7,2005-1
33_3825,033032-9,2009-1
33_3825,033032-9,2008-1
33_3825,033032-9,2007-1
33_3825,033032-9,2006-1
33_3892,033035-3,2007-3
33_3892,033035-3,2006-3
33_3971,033036-1,2006-3
33_4201,033037-0,2009-1
33_4201,033037-0,2008-1
33_4201,033037-0,2007-1
33_4201,033037-0,2006-1
33_4275,033038-8,2009-3
33_4275,033038-8,2008-3
33_4275,033038-8,2007-3
33_4276,033039-6,2008-1
33_4276,033039-6,2007-1
33_4303,033042-6,2012-1
33_4303,033042-6,2011-1
33_4303,033042-6,2010-1
33_4303,033042-6,2009-1
33_4303,033042-6,2008-1
33_4303,033042-6,2007-1
33_4304,033041-8,2012-1
33_4304,033041-8,2011-1
33_4304,033041-8,2010-1
33_4304,033041-8,2009-1
33_4304,033041-8,2008-1
33_4304,033041-8,2007-1
33_4305,033040-0,2012-1
33_4305,033040-0,2011-1
33_4305,033040-0,2010-1
33_4305,033040-0,2009-1
33_4305,033040-0,2008-1
33_4305,033040-0,2007-1
33_4332,033043-4,2010-3
33_4332,033043-4,2009-3
33_4332,033043-4,2008-3
33_4332,033043-4,2007-3
33_4385,033044-2,2011-3
33_4385,033044-2,2010-3
33_4385,033044-2,2009-3
33_4385,033044-2,2008-3
33_4385,033044-2,2007-3
33_4417,033045-0,2009-3
33_4417,033045-0,2008-3
33_4499,033046-9,2011-3
33_4499,033046-9,2010-3
33_4499,033046-9,2009-3
33_4499,033046-9,2008-3
33_4532,033048-5,2011-3
33_4532,033048-5,2010-3
33_4532,033048-5,2009-3
33_4532,033048-5,2008-3
33_4532,033048-5,2007-3
33_4533,033047-7,2011-3
33_4533,033047-7,2010-3
33_4533,033047-7,2009-3
33_4533,033047-7,2008-3
33_4533,033047-7,2007-3
33_4811,033050-7,2009-3
33_4812,033049-3,2009-3
33_5072,033052-3,2010-3
33_5073,033051-5,2010-3
33_5109,033053-1,2010-3
33_5131,033056-6,2011-3
33_5131,033056-6,2010-3
33_5132,033054-0,2013-1
33_5132,033054-0,2012-1
33_5132,033054-0,2011-1
33_5132,033054-0,2010-1
33_5133,033055-8,2021-3
33_5133,033055-8,2020-3
33_5133,033055-8,2019-3
33_5133,033055-8,2018-3
33_5133,033055-8,2017-3
33_5133,033055-8,2016-3
33_5133,033055-8,2015-3
33_5133,033055-8,2014-3
33_5133,033055-8,2013-3
33_5133,033055-8,2012-3
33_5133,033055-8,2011-3
33_5133,033055-8,2010-3
33_5141,033057-4,2010-3
33_5142,033059-0,2016-3
33_5142,033059-0,2015-3
33_5142,033059-0,2014-3
33_5142,033059-0,2013-3
33_5142,033059-0,2012-3
33_5142,033059-0,2011-3
33_5142,033059-0,2010-3
33_5143,033060-4,2013-1
33_5143,033060-4,2012-1
33_5143,033060-4,2011-1
33_5143,033060-4,2010-1
33_5144,033058-2,2016-3
33_5144,033058-2,2015-3
33_5144,033058-2,2014-3
33_5144,033058-2,2013-3
33_5144,033058-2,2012-3
33_5144,033058-2,2011-3
33_5144,033058-2,2010-3
33_5145,033062-0,2021-3
33_5145,033062-0,2020-3
33_5145,033062-0,2019-3
33_5145,033062-0,2018-3
33_5145,033062-0,2017-3
33_5145,033062-0,2016-3
33_5145,033062-0,2015-3
33_5145,033062-0,2014-3
33_5145,033062-0,2013-3
33_5145,033062-0,2012-3
33_5145,033062-0,2011-3
33_5145,033062-0,2010-3
33_5146,033061-2,2015-1
33_5146,033061-2,2014-1
33_5146,033061-2,2013-1
33_5146,033061-2,2012-1
33_5146,033061-2,2011-1
33_5146,033061-2,2010-1
33_5379,033063-9,2011-1
33_5379,033063-9,2010-1
33_5421,033064-7,2014-3
33_5421,033064-7,2013-3
33_5421,033064-7,2012-3
33_5421,033064-7,2011-3
33_5537,033065-5,2011-1
33_5555,033067-1,2011-3
33_5556,033066-3,2011-3
33_5557,033070-1,2015-3
33_5557,033070-1,2014-3
33_5557,033070-1,2013-3
33_5557,033070-1,2012-3
33_5557,033070-1,2011-3
33_5558,033068-0,2015-3
33_5558,033068-0,2014-3
33_5558,033068-0,2013-3
33_5558,033068-0,2012-3
33_5558,033068-0,2011-3
33_5559,033069-8,2015-3
33_5559,033069-8,2014-3
33_5559,033069-8,2013-3
33_5559,033069-8,2012-3
33_5559,033069-8,2011-3
33_5624,033071-0,2011-3
33_5700,033076-0,2015-1
33_5700,033076-0,2014-1
33_5700,033076-0,2013-1
33_5700,033076-0,2012-1
33_5701,033077-9,2015-1
33_5701,033077-9,2014-1
33_5701,033077-9,2013-1
33_5701,033077-9,2012-1
33_5702,033079-5,2015-1
33_5702,033079-5,2014-1
33_5702,033079-5,2013-1
33_5702,033079-5,2012-1
33_5703,033074-4,2015-1
33_5703,033074-4,2014-1
33_5703,033074-4,2013-1
33_5703,033074-4,2012-1
33_5704,033075-2,2015-1
33_5704,033075-2,2014-1
33_5704,033075-2,2013-1
33_5704,033075-2,2012-1
33_5705,033073-6,2015-1
33_5705,033073-6,2014-1
33_5705,033073-6,2013-1
33_5705,033073-6,2012-1
33_5706,033072-8,2013-1
33_5706,033072-8,2012-1
33_5707,033078-7,2015-1
33_5707,033078-7,2014-1
33_5707,033078-7,2013-1
33_5707,033078-7,2012-1
33_5899,033080-9,2016-3
33_5899,033080-9,2015-3
33_5899,033080-9,2014-3
33_5899,033080-9,2013-3
33_5899,033080-9,2012-3
33_6177,033081-7,2014-3
33_6177,033081-7,2013-3
33_6177,033081-7,2012-3
33_6328,033082-5,2015-1
33_6328,033082-5,2014-1
33_6328,033082-5,2013-1
33_6328,033082-5,2012-1
33_6385,033089-2,2013-1
33_6386,033090-6,2014-1
33_6386,033090-6,2013-1
33_6387,033087-6,2015-1
33_6387,033087-6,2014-1
33_6387,033087-6,2013-1
33_6388,033088-4,2015-1
33_6388,033088-4,2014-1
33_6388,033088-4,2013-1
33_6389,033086-8,2014-3
33_6389,033086-8,2013-3
33_6390,033085-0,2014-1
33_6390,033085-0,2013-1
33_6391,033084-1,2017-1
33_6391,033084-1,2016-1
33_6391,033084-1,2015-1
33_6391,033084-1,2014-1
33_6391,033084-1,2013-1
33_6392,033083-3,2021-3
33_6392,033083-3,2020-3
33_6392,033083-3,2019-3
33_6392,033083-3,2018-3
33_6392,033083-3,2017-3
33_6392,033083-3,2016-3
33_6392,033083-3,2015-3
33_6392,033083-3,2014-3
33_6392,033083-3,2013-3
33_6393,033091-4,2021-3
33_6393,033091-4,2020-3
33_6393,033091-4,2019-3
33_6393,033091-4,2018-3
33_6393,033091-4,2017-3
33_6393,033091-4,2016-3
33_6393,033091-4,2015-3
33_6393,033091-4,2014-3
33_6393,033091-4,2013-3
33_6466,033092-2,2013-1
33_6466,033092-2,2012-1
33_6641,033093-0,2017-1
33_6641,033093-0,2016-1
33_6641,033093-0,2015-1
33_6641,033093-0,2014-1
33_6665,033094-9,2016-1
33_6665,033094-9,2015-1
33_6665,033094-9,2014-1
33_6697,033095-7,2013-1
33_6783,033096-5,2021-3
33_6783,033096-5,2020-3
33_6783,033096-5,2019-3
33_6783,033096-5,2018-3
33_6783,033096-5,2017-3
33_6783,033096-5,2016-3
33_6783,033096-5,2015-3
33_6783,033096-5,2014-3
33_6923,033099-0,2015-3
33_6923,033099-0,2014-3
33_6923,033099-0,2013-3
33_6924,033098-1,2015-3
33_6925,033097-3,2014-3
33_7121,033100-7,2015-1
33_7139,033101-5,2016-1
33_7139,033101-5,2015-1
33_7139,033101-5,2014-1
33_7157,033102-3,2022-1
33_7157,033102-3,2021-1
33_7157,033102-3,2020-1
33_7157,033102-3,2019-1
33_7157,033102-3,2017-1
33_7157,033102-3,2016-1
33_7157,033102-3,2015-1
33_7192,033104-0,2019-1
33_7192,033104-0,2018-1
33_7192,033104-0,2017-1
33_7192,033104-0,2016-1
33_7192,033104-0,2015-1
33_7193,033105-8,2019-1
33_7193,033105-8,2018-1
33_7193,033105-8,2017-1
33_7193,033105-8,2016-1
33_7193,033105-8,2015-1
33_7194,033103-1,32000-1
33_7194,033103-1,2023-1
33_7194,033103-1,2022-1
33_7194,033103-1,2021-1
33_7194,033103-1,2020-1
33_7194,033103-1,2019-1
33_7194,033103-1,2018-1
33_7194,033103-1,2017-1
33_7194,033103-1,2016-1
33_7194,033103-1,2015-1
33_7286,033106-6,2015-3
33_7287,033107-4,2015-1
33_7307,033108-2,2015-3
33_7353,033111-2,2016-3
33_7354,033109-0,2015-1
33_7355,033110-4,2015-1
33_7374,033112-0,2016-3
33_7375,033113-9,32000-1
33_7375,033113-9,2023-1
33_7375,033113-9,2022-1
33_7375,033113-9,2019-1
33_7375,033113-9,2018-1
33_7375,033113-9,2017-1
33_7375,033113-9,2016-1
33_7392,033118-0,2017-3
33_7392,033118-0,2016-3
33_7393,033117-1,2016-3
33_7394,033115-5,32000-1
33_7394,033115-5,2023-1
33_7394,033115-5,2022-1
33_7394,033115-5,2019-1
33_7394,033115-5,2018-1
33_7394,033115-5,2017-1
33_7394,033115-5,2016-1
33_7395,033116-3,2018-1
33_7395,033116-3,2017-1
33_7395,033116-3,2016-1
33_7396,033114-7,2020-3
33_7396,033114-7,2019-3
33_7396,033114-7,2018-3
33_7396,033114-7,2017-3
33_7396,033114-7,2016-3
33_7396,033114-7,2015-3
33_7457,033119-8,2017-3
33_7457,033119-8,2016-3
33_7457,033119-8,2015-3
33_7483,033120-1,2016-1
33_7550,033121-0,2016-3
33_7551,033122-8,2016-3
33_7667,033123-6,2017-1
33_7667,033123-6,2016-1
33_7704,033124-4,2016-3
33_7764,033125-2,2016-1
33_7796,033127-9,2019-3
33_7796,033127-9,2018-3
33_7796,033127-9,2017-3
33_7796,033127-9,2016-3
33_7798,033128-7,2019-3
33_7798,033128-7,2018-3
33_7798,033128-7,2017-3
33_7798,033128-7,2016-3
33_7925,033130-9,2017-3
33_7926,033129-5,2018-1
33_7926,033129-5,2017-1
33_7973,033131-7,2020-3
33_7973,033131-7,2019-3
33_7973,033131-7,2018-3
33_7973,033131-7,2017-3
33_8015,033133-3,2017-3
33_8016,033132-5,2020-3
33_8016,033132-5,2019-3
33_8016,033132-5,2018-3
33_8016,033132-5,2017-3
33_8017,033134-1,2020-3
33_8017,033134-1,2019-3
33_8017,033134-1,2018-3
33_8017,033134-1,2017-3
33_8040,033135-0,2017-1
33_8085,033136-8,2018-1
33_8086,033144-9,2018-1
33_8087,033152-0,2018-1
33_8088,033139-2,2018-1
33_8089,033147-3,2018-1
33_8090,033140-6,2018-1
33_8091,033148-1,2018-1
33_8092,033143-0,2018-1
33_8093,033151-1,2020-1
33_8093,033151-1,2019-1
33_8093,033151-1,2018-1
33_8094,033149-0,2019-1
33_8094,033149-0,2018-1
